Experiment,Id,Run,Qubits,Layers,Layer,Spin,Phase,FlagPattern,OnesCount,CorrelatedPairs,V,alpha,delta,Vn,alphaN,deltaN 
Wormholes,38,35,15,1,1,True,0.25,.......XXXX...X,5,11,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,38,36,15,1,1,True,0.25,XXXXX..X.X.X.X.,9,5,9,7.5,1.5,0.6,0.5,0.1
Wormholes,38,37,15,1,1,True,0.25,XX.X..XX..X....,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,38,38,15,1,1,True,0.25,.X....X......X.,3,8,3,7.5,-4.5,0.2,0.5,-0.3
Wormholes,38,39,15,1,1,True,0.25,X.XX.XX..X...X.,7,5,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,40,15,1,1,True,0.25,X....X.X.XX..XX,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,41,15,1,1,True,0.25,X..XXXX.X..X.XX,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,38,42,15,1,1,True,0.25,X..X..X.X.XX.XX,8,4,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,43,15,1,1,True,0.25,.X........X....,2,10,2,7.5,-5.5,0.13333333333333333,0.5,-0.36666666666666664
Wormholes,38,44,15,1,1,True,0.25,X.X.X.XXXX....X,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,45,15,1,1,True,0.25,XX..XXX.X.XXX..,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,38,46,15,1,1,True,0.25,..X...X.X.XX...,5,6,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,38,47,15,1,1,True,0.25,X...XXX.XXX.XXX,10,8,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,38,48,15,1,1,True,0.25,X.X..X.XX....X.,6,5,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,38,49,15,1,1,True,0.25,..X...X.XXX.X.X,7,5,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,50,15,1,1,True,0.25,.XX...XXX.X...X,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,51,15,1,1,True,0.25,XX.XX.XX...X.XX,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,38,52,15,1,1,True,0.25,...X..X..X.X...,4,6,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,38,53,15,1,1,True,0.25,X.....XX..X.X.X,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,38,54,15,1,1,True,0.25,.X.X.XX..X..XX.,7,4,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,55,15,1,1,True,0.25,.XX.XX..X.XXXXX,10,7,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,38,56,15,1,1,True,0.25,.X.XXXXX..XXX.X,10,7,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,38,57,15,1,1,True,0.25,X.XX.XXX....X.X,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,58,15,1,1,True,0.25,.X..X..XX.XXXXX,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,38,59,15,1,1,True,0.25,.X......XX...X.,4,8,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,38,60,15,1,1,True,0.25,XXX...XX.X.....,6,9,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,38,61,15,1,1,True,0.25,X.X....XX.XX...,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,38,62,15,1,1,True,0.25,.XXX.XXXXXXXX.X,12,9,12,7.5,4.5,0.8,0.5,0.3
Wormholes,38,63,15,1,1,True,0.25,.XX.XXXX....X.X,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,64,15,1,1,True,0.25,XX......X...X..,4,9,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,38,65,15,1,1,True,0.25,...XX..XX...X.X,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,38,66,15,1,1,True,0.25,..XX.X...XX.XX.,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,67,15,1,1,True,0.25,..X.XX.X.X...XX,7,5,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,68,15,1,1,True,0.25,..XX.XX.X..X..X,7,5,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,69,15,1,1,True,0.25,.X.X.XXX.XX.XXX,10,5,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,38,70,15,1,1,True,0.25,XX..X..XX.XXXXX,10,8,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,38,71,15,1,1,True,0.25,XX...X..XXXXX.X,9,8,9,7.5,1.5,0.6,0.5,0.1
Wormholes,38,72,15,1,1,True,0.25,XX.XXXX..XXX..X,10,8,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,38,73,15,1,1,True,0.25,...XX......XXXX,6,11,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,38,74,15,1,1,True,0.25,XX.XX.XXX..XXXX,11,8,11,7.5,3.5,0.7333333333333333,0.5,0.23333333333333334
Wormholes,38,75,15,1,1,True,0.25,X...XXX...X..XX,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,76,15,1,1,True,0.25,XXXX....XXX..XX,9,10,9,7.5,1.5,0.6,0.5,0.1
Wormholes,38,77,15,1,1,True,0.25,X..XXX.X...XX.X,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,78,15,1,1,True,0.25,.X.X...XXXX..X.,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,79,15,1,1,True,0.25,XX...X....X.XX.,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,38,80,15,1,1,True,0.25,X...X....XXX...,5,9,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,38,81,15,1,1,True,0.25,XXXXX..XX.XX...,9,9,9,7.5,1.5,0.6,0.5,0.1
Wormholes,38,82,15,1,1,True,0.25,.X.XXX...X...XX,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,83,15,1,1,True,0.25,.X..X.XX..X.XXX,8,5,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,84,15,1,1,True,0.25,.XX.XXXX..X....,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,85,15,1,1,True,0.25,XX..X.XXXX.X...,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,86,15,1,1,True,0.25,.XX.XXX..XX.XXX,10,7,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,38,87,15,1,1,True,0.25,....X.X..X...XX,5,7,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,38,88,15,1,1,True,0.25,XXXXXX.X..X....,8,9,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,89,15,1,1,True,0.25,XX....XXX.X.X.X,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,90,15,1,1,True,0.25,..X.X...XXXXX..,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,38,91,15,1,1,True,0.25,X...XX.X.X....X,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,38,92,15,1,1,True,0.25,.X.X.XX.XXXX..X,9,5,9,7.5,1.5,0.6,0.5,0.1
Wormholes,38,93,15,1,1,True,0.25,XXXX.X..X.X...X,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,94,15,1,1,True,0.25,.XX.XX..X.XXXX.,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,38,95,15,1,1,True,0.25,X..XXXX..X.XXXX,10,8,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,38,96,15,1,1,True,0.25,...XX...X..X.X.,5,6,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,38,97,15,1,1,True,0.25,X.XXXXX...X...X,8,8,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,38,98,15,1,1,True,0.25,.X.XXX.XXXXX..X,10,7,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,38,99,15,1,1,True,0.25,X.....X..X....X,4,8,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,38,100,15,1,1,True,0.25,X.XXXX.XXX...X.,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,1,15,1,1,True,0.5,.X.X.X...XXXX.X,8,5,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,2,15,1,1,True,0.5,.XX.XX.X..X..XX,8,5,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,3,15,1,1,True,0.5,.XX.X..XXX.X.X.,8,4,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,4,15,1,1,True,0.5,X....X.XXXXXX..,8,9,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,5,15,1,1,True,0.5,X.XX.X..X....X.,6,5,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,6,15,1,1,True,0.5,.XX.XX.XXX.X.X.,9,4,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,7,15,1,1,True,0.5,..X.XX...X...XX,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,8,15,1,1,True,0.5,.X.XX..XXX.XX.X,9,5,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,9,15,1,1,True,0.5,XX....XXXX....X,7,10,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,10,15,1,1,True,0.5,X.XXX....X....X,6,8,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,11,15,1,1,True,0.5,XX.XX.X.X.XXXXX,11,6,11,7.5,3.5,0.7333333333333333,0.5,0.23333333333333334
Wormholes,39,12,15,1,1,True,0.5,..X....X...X.X.,4,6,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,39,13,15,1,1,True,0.5,XX.....XXX.X.X.,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,14,15,1,1,True,0.5,.X..XX..XX....X,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,15,15,1,1,True,0.5,X.XXXXX..XX.XXX,11,8,11,7.5,3.5,0.7333333333333333,0.5,0.23333333333333334
Wormholes,39,16,15,1,1,True,0.5,XX.XXXX.XX.X.XX,11,6,11,7.5,3.5,0.7333333333333333,0.5,0.23333333333333334
Wormholes,39,17,15,1,1,True,0.5,X..X.X..XXXX...,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,18,15,1,1,True,0.5,.XXX.X....X.XX.,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,19,15,1,1,True,0.5,X..X..XX.X.X..X,7,4,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,20,15,1,1,True,0.5,XXXXX..XXX.XXXX,12,10,12,7.5,4.5,0.8,0.5,0.3
Wormholes,39,21,15,1,1,True,0.5,X..X..XX.XXX...,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,22,15,1,1,True,0.5,.XX...X.XXXX.X.,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,23,15,1,1,True,0.5,X.......XX.XXX.,6,9,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,24,15,1,1,True,0.5,X.XXX...XXX..XX,9,8,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,25,15,1,1,True,0.5,.XX....X.X..X..,5,6,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,39,26,15,1,1,True,0.5,.X.XXX.XX.XX...,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,27,15,1,1,True,0.5,.XXX.X.XX..XX..,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,28,15,1,1,True,0.5,.X..X.XX..X....,5,6,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,39,29,15,1,1,True,0.5,X..X...XXXXXXXX,10,10,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,39,30,15,1,1,True,0.5,X.X..XXXX..X..X,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,31,15,1,1,True,0.5,.XX.X..X.XX.X.X,8,3,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,32,15,1,1,True,0.5,X.X..XX.......X,5,8,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,39,33,15,1,1,True,0.5,X.XXXX.......XX,7,10,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,34,15,1,1,True,0.5,X..X..XXX.XX.X.,8,5,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,35,15,1,1,True,0.5,X.XX.XX...XX...,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,36,15,1,1,True,0.5,..X...XXX..X...,5,8,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,39,37,15,1,1,True,0.5,XX.XXXXXX.XX...,10,9,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,39,38,15,1,1,True,0.5,XX....X.XX.X...,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,39,15,1,1,True,0.5,...XX.XX...XXX.,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,40,15,1,1,True,0.5,..X.X...XXXX..X,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,41,15,1,1,True,0.5,..X..XX.X.XX..X,7,5,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,42,15,1,1,True,0.5,..X...X.XX.XXX.,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,43,15,1,1,True,0.5,....X.X.....XX.,4,8,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,39,44,15,1,1,True,0.5,XX.X.X..X....XX,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,45,15,1,1,True,0.5,.X.X.XXXXX.XX.X,10,5,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,39,46,15,1,1,True,0.5,XXX...X...XX.XX,8,8,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,47,15,1,1,True,0.5,X..X...X..XX..X,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,48,15,1,1,True,0.5,XX.X...XX...X..,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,49,15,1,1,True,0.5,X..XX..XXX.X.X.,8,5,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,50,15,1,1,True,0.5,..XX..XXXXX..X.,8,8,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,51,15,1,1,True,0.5,..X..XXXX..X.X.,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,52,15,1,1,True,0.5,XX....XX..X....,5,9,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,39,53,15,1,1,True,0.5,.X.X.XX.XX.XXXX,10,5,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,39,54,15,1,1,True,0.5,X..XX.XX....X..,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,55,15,1,1,True,0.5,.X..X...XXX..X.,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,56,15,1,1,True,0.5,.XX.XXXXX.X...X,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,57,15,1,1,True,0.5,X.X....XXX.XXXX,9,8,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,58,15,1,1,True,0.5,X..X...X.X....X,5,6,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,39,59,15,1,1,True,0.5,XXXXXXXX.XX..XX,12,10,12,7.5,4.5,0.8,0.5,0.3
Wormholes,39,60,15,1,1,True,0.5,...X.X..XXX.XX.,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,61,15,1,1,True,0.5,.X..X.X.X....XX,6,5,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,62,15,1,1,True,0.5,X..X.X.XXX.....,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,63,15,1,1,True,0.5,XX........X....,3,11,3,7.5,-4.5,0.2,0.5,-0.3
Wormholes,39,64,15,1,1,True,0.5,X.......X...X.X,4,8,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,39,65,15,1,1,True,0.5,.X..X...X.XXXXX,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,66,15,1,1,True,0.5,..XXXX.XXXX.XX.,10,8,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,39,67,15,1,1,True,0.5,X.X..X..X.XXX..,7,5,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,68,15,1,1,True,0.5,X.XX..XXXX.....,7,9,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,69,15,1,1,True,0.5,..X.X..X.XX.X.X,7,3,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,70,15,1,1,True,0.5,.X.X...X..X.X.X,6,3,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,71,15,1,1,True,0.5,XXX.XXX...X..X.,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,72,15,1,1,True,0.5,XXXXX....XX....,7,11,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,73,15,1,1,True,0.5,XX.X..X..X...X.,6,5,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,74,15,1,1,True,0.5,..XXXX....X.XXX,8,9,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,75,15,1,1,True,0.5,....X..X.....X.,3,8,3,7.5,-4.5,0.2,0.5,-0.3
Wormholes,39,76,15,1,1,True,0.5,...X.XX.XXXXX.X,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,77,15,1,1,True,0.5,....X.X.XX..XXX,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,78,15,1,1,True,0.5,X..XX.X..XXX.XX,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,79,15,1,1,True,0.5,X.X..XX.X.X.XX.,8,3,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,80,15,1,1,True,0.5,..XXXXX...X.XXX,9,9,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,81,15,1,1,True,0.5,X..X..XXXXX.X..,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,82,15,1,1,True,0.5,.XXXX...X..XX.X,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,83,15,1,1,True,0.5,....XX...X.X.X.,5,6,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,39,84,15,1,1,True,0.5,X.X.XXX...XXX..,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,85,15,1,1,True,0.5,XXX.X..XX......,6,9,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,86,15,1,1,True,0.5,XX......XXXXX..,7,11,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,87,15,1,1,True,0.5,X..XXX..X.X..XX,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,88,15,1,1,True,0.5,X.XXX...XX.....,6,9,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,89,15,1,1,True,0.5,..XX....XXXX.XX,8,9,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,39,90,15,1,1,True,0.5,XX..XXX.XXX..X.,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,91,15,1,1,True,0.5,........X..X..X,3,9,3,7.5,-4.5,0.2,0.5,-0.3
Wormholes,39,92,15,1,1,True,0.5,.X.X.X.X....XX.,6,4,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,93,15,1,1,True,0.5,XX...X..XX.X..X,7,6,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,94,15,1,1,True,0.5,.X.X....XX...X.,5,6,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,39,95,15,1,1,True,0.5,XXX.XXX.XX.X..X,10,6,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,39,96,15,1,1,True,0.5,.X...XXX.XX....,6,8,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,97,15,1,1,True,0.5,X.XXX.X...XXXX.,9,7,9,7.5,1.5,0.6,0.5,0.1
Wormholes,39,98,15,1,1,True,0.5,X.X.XXX..X.....,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,39,99,15,1,1,True,0.5,X.X.X.XX.XX....,7,5,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,39,100,15,1,1,True,0.5,.XXXXXXX...XX..,9,10,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,1,15,1,1,True,0.75,..XXXX...XXXXX.,9,10,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,2,15,1,1,True,0.75,.XXXXX.XXX...X.,9,8,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,3,15,1,1,True,0.75,XX...........XX,4,12,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,40,4,15,1,1,True,0.75,...X...XX.X....,4,8,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,40,5,15,1,1,True,0.75,..X...XX.XXX.XX,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,40,6,15,1,1,True,0.75,X.X...X.XX.X...,6,5,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,40,7,15,1,1,True,0.75,....X.XXX.....X,5,9,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,40,8,15,1,1,True,0.75,.XX.XXXXXXXX..X,11,9,11,7.5,3.5,0.7333333333333333,0.5,0.23333333333333334
Wormholes,40,9,15,1,1,True,0.75,.XX.XX.XXXX.XXX,11,7,11,7.5,3.5,0.7333333333333333,0.5,0.23333333333333334
Wormholes,40,10,15,1,1,True,0.75,.X.XX.X.XXX..XX,9,5,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,11,15,1,1,True,0.75,XXX..X.X.X.....,6,7,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,40,12,15,1,1,True,0.75,XXXXX...XX...XX,9,10,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,13,15,1,1,True,0.75,.XX.X..X.X.XX..,7,4,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,40,14,15,1,1,True,0.75,....XX.X.....X.,4,8,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,40,15,15,1,1,True,0.75,X.XX..XX.XXX...,8,7,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,40,16,15,1,1,True,0.75,XXX.X....XXXX.X,9,8,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,17,15,1,1,True,0.75,.X.X..XXX....XX,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,40,18,15,1,1,True,0.75,XX...XX.XX.X...,7,7,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,40,19,15,1,1,True,0.75,....X..X.....XX,4,9,4,7.5,-3.5,0.26666666666666666,0.5,-0.23333333333333334
Wormholes,40,20,15,1,1,True,0.75,.XX.X.X.XXXX.X.,9,4,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,21,15,1,1,True,0.75,XXX.....XX.XXX.,8,9,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,40,22,15,1,1,True,0.75,XXXX..X.XX.XX.X,10,6,10,7.5,2.5,0.6666666666666666,0.5,0.16666666666666666
Wormholes,40,23,15,1,1,True,0.75,....XX.X.XX.X..,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,40,24,15,1,1,True,0.75,XX.X.XXX...XX.X,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,25,15,1,1,True,0.75,X..X.XXX.X.X.X.,8,3,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,40,26,15,1,1,True,0.75,......X.X..XXX.,5,8,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,40,27,15,1,1,True,0.75,X.XXXX....X.X.X,8,6,8,7.5,0.5,0.5333333333333333,0.5,0.03333333333333333
Wormholes,40,28,15,1,1,True,0.75,...X..X.X.X.X..,5,4,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,40,29,15,1,1,True,0.75,XX.X.XXX..XXXXX,11,8,11,7.5,3.5,0.7333333333333333,0.5,0.23333333333333334
Wormholes,40,30,15,1,1,True,0.75,.XXXX.X.XX..XX.,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,31,15,1,1,True,0.75,X.X...X.XX..XX.,7,5,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,40,32,15,1,1,True,0.75,XX..XX....X..XX,7,8,7,7.5,-0.5,0.4666666666666667,0.5,-0.03333333333333333
Wormholes,40,33,15,1,1,True,0.75,XX.XXXXX...X..X,9,8,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,34,15,1,1,True,0.75,X.XX.XXXX.X.X..,9,5,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,35,15,1,1,True,0.75,.X.X.XXX..X....,6,6,6,7.5,-1.5,0.4,0.5,-0.1
Wormholes,40,36,15,1,1,True,0.75,XX..XX.XXX.X..X,9,6,9,7.5,1.5,0.6,0.5,0.1
Wormholes,40,37,15,1,1,True,0.75,X..X..X.X.....X,5,6,5,7.5,-2.5,0.3333333333333333,0.5,-0.16666666666666666
Wormholes,40,38,15,1,1,True,0.75,.XXXXXXXX.XX.XX,12,9,12,7.5,4.5,0.8,0.5,0.3
