Experiment,Id,Run,Qubits,Layers,Layer,Spin,Phase,FlagPattern,OnesCount,CorrelatedPairs,V,alpha,delta,Vn,alphaN,deltaN 
Wormholes,9,30,5,1,1,True,2,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,31,5,1,1,True,2,.XXXX,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,9,32,5,1,1,True,2,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,33,5,1,1,True,2,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,34,5,1,1,True,2,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,9,35,5,1,1,True,2,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,36,5,1,1,True,2,XX...,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,37,5,1,1,True,2,.XX.X,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,38,5,1,1,True,2,X.X..,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,39,5,1,1,True,2,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,40,5,1,1,True,2,XXXX.,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,9,41,5,1,1,True,2,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,9,42,5,1,1,True,2,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,43,5,1,1,True,2,XX.X.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,44,5,1,1,True,2,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,45,5,1,1,True,2,X..X.,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,46,5,1,1,True,2,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,47,5,1,1,True,2,.XXXX,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,9,48,5,1,1,True,2,X..XX,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,49,5,1,1,True,2,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,50,5,1,1,True,2,XX..X,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,51,5,1,1,True,2,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,52,5,1,1,True,2,XXX..,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,53,5,1,1,True,2,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,54,5,1,1,True,2,XXXXX,5,4,5,2.5,2.5,1,0.5,0.5
Wormholes,9,55,5,1,1,True,2,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,9,56,5,1,1,True,2,.X.X.,2,0,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,57,5,1,1,True,2,.XX.X,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,58,5,1,1,True,2,.X...,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,59,5,1,1,True,2,..X..,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,60,5,1,1,True,2,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,9,61,5,1,1,True,2,....X,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,62,5,1,1,True,2,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,63,5,1,1,True,2,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,64,5,1,1,True,2,X....,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,65,5,1,1,True,2,..XXX,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,66,5,1,1,True,2,XX.X.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,67,5,1,1,True,2,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,68,5,1,1,True,2,X..X.,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,69,5,1,1,True,2,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,70,5,1,1,True,2,XXXX.,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,9,71,5,1,1,True,2,X....,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,72,5,1,1,True,2,X..XX,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,73,5,1,1,True,2,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,74,5,1,1,True,2,XXXXX,5,4,5,2.5,2.5,1,0.5,0.5
Wormholes,9,75,5,1,1,True,2,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,9,76,5,1,1,True,2,XXXXX,5,4,5,2.5,2.5,1,0.5,0.5
Wormholes,9,77,5,1,1,True,2,X...X,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,78,5,1,1,True,2,.X...,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,79,5,1,1,True,2,XX.X.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,80,5,1,1,True,2,X...X,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,81,5,1,1,True,2,..XXX,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,82,5,1,1,True,2,X....,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,83,5,1,1,True,2,X.XX.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,84,5,1,1,True,2,.X.XX,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,85,5,1,1,True,2,.XXX.,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,86,5,1,1,True,2,XXX..,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,87,5,1,1,True,2,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,88,5,1,1,True,2,.X.XX,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,89,5,1,1,True,2,X..XX,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,90,5,1,1,True,2,....X,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,9,91,5,1,1,True,2,X.X..,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,92,5,1,1,True,2,X..XX,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,93,5,1,1,True,2,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,9,94,5,1,1,True,2,XXX..,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,95,5,1,1,True,2,.XXX.,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,96,5,1,1,True,2,X...X,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,97,5,1,1,True,2,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,98,5,1,1,True,2,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,9,99,5,1,1,True,2,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,9,100,5,1,1,True,2,XX...,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,1,5,1,1,False,0,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,2,5,1,1,False,0,X.X..,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,3,5,1,1,False,0,.X..X,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,4,5,1,1,False,0,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,5,5,1,1,False,0,X.XX.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,6,5,1,1,False,0,.XX.X,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,7,5,1,1,False,0,X....,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,8,5,1,1,False,0,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,9,5,1,1,False,0,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,10,5,1,1,False,0,X.XXX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,11,5,1,1,False,0,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,12,5,1,1,False,0,....X,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,13,5,1,1,False,0,.XXXX,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,14,5,1,1,False,0,.X.X.,2,0,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,15,5,1,1,False,0,XX.X.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,16,5,1,1,False,0,.XX.X,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,17,5,1,1,False,0,....X,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,18,5,1,1,False,0,....X,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,19,5,1,1,False,0,X...X,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,20,5,1,1,False,0,..XXX,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,21,5,1,1,False,0,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,22,5,1,1,False,0,X..X.,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,23,5,1,1,False,0,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,24,5,1,1,False,0,XX..X,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,25,5,1,1,False,0,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,26,5,1,1,False,0,.X.XX,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,27,5,1,1,False,0,XX...,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,28,5,1,1,False,0,..XXX,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,29,5,1,1,False,0,X...X,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,30,5,1,1,False,0,XXX..,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,31,5,1,1,False,0,.XX.X,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,32,5,1,1,False,0,X.XX.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,33,5,1,1,False,0,X...X,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,34,5,1,1,False,0,XXXXX,5,4,5,2.5,2.5,1,0.5,0.5
Wormholes,10,35,5,1,1,False,0,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,36,5,1,1,False,0,.X.XX,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,37,5,1,1,False,0,XXXXX,5,4,5,2.5,2.5,1,0.5,0.5
Wormholes,10,38,5,1,1,False,0,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,39,5,1,1,False,0,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,40,5,1,1,False,0,.XXXX,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,41,5,1,1,False,0,.X.XX,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,42,5,1,1,False,0,X..X.,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,43,5,1,1,False,0,.XXX.,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,44,5,1,1,False,0,XXX..,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,45,5,1,1,False,0,XXXXX,5,4,5,2.5,2.5,1,0.5,0.5
Wormholes,10,46,5,1,1,False,0,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,47,5,1,1,False,0,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,48,5,1,1,False,0,.XXXX,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,49,5,1,1,False,0,XX...,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,50,5,1,1,False,0,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,51,5,1,1,False,0,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,52,5,1,1,False,0,X..X.,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,53,5,1,1,False,0,X.XXX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,54,5,1,1,False,0,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,55,5,1,1,False,0,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,56,5,1,1,False,0,X.XXX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,57,5,1,1,False,0,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,58,5,1,1,False,0,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,59,5,1,1,False,0,..X..,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,60,5,1,1,False,0,.X.X.,2,0,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,61,5,1,1,False,0,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,62,5,1,1,False,0,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,63,5,1,1,False,0,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,64,5,1,1,False,0,X...X,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,65,5,1,1,False,0,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,66,5,1,1,False,0,XXXXX,5,4,5,2.5,2.5,1,0.5,0.5
Wormholes,10,67,5,1,1,False,0,X.X..,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,68,5,1,1,False,0,X..XX,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,69,5,1,1,False,0,.X.XX,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,70,5,1,1,False,0,..X..,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,71,5,1,1,False,0,..X..,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,72,5,1,1,False,0,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,73,5,1,1,False,0,X..XX,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,74,5,1,1,False,0,.XXX.,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,75,5,1,1,False,0,XXX..,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,76,5,1,1,False,0,X..X.,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,77,5,1,1,False,0,XXX..,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,78,5,1,1,False,0,XXXX.,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,79,5,1,1,False,0,XXXXX,5,4,5,2.5,2.5,1,0.5,0.5
Wormholes,10,80,5,1,1,False,0,XXXXX,5,4,5,2.5,2.5,1,0.5,0.5
Wormholes,10,81,5,1,1,False,0,.XXX.,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,82,5,1,1,False,0,.X...,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,83,5,1,1,False,0,.X.X.,2,0,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,84,5,1,1,False,0,X.XXX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,85,5,1,1,False,0,XX.X.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,86,5,1,1,False,0,X.XX.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,87,5,1,1,False,0,X.XXX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,88,5,1,1,False,0,X.XX.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,89,5,1,1,False,0,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,10,90,5,1,1,False,0,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,91,5,1,1,False,0,.....,0,4,0,2.5,-2.5,0,0.5,-0.5
Wormholes,10,92,5,1,1,False,0,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,93,5,1,1,False,0,.X...,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,10,94,5,1,1,False,0,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,95,5,1,1,False,0,.....,0,4,0,2.5,-2.5,0,0.5,-0.5
Wormholes,10,96,5,1,1,False,0,..XXX,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,10,97,5,1,1,False,0,.....,0,4,0,2.5,-2.5,0,0.5,-0.5
Wormholes,10,98,5,1,1,False,0,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,99,5,1,1,False,0,.X..X,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,10,100,5,1,1,False,0,.XXX.,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,1,5,1,1,False,0.25,X.XX.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,2,5,1,1,False,0.25,..X..,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,3,5,1,1,False,0.25,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,4,5,1,1,False,0.25,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,5,5,1,1,False,0.25,.X.XX,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,6,5,1,1,False,0.25,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,7,5,1,1,False,0.25,X..X.,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,8,5,1,1,False,0.25,X.XX.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,9,5,1,1,False,0.25,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,10,5,1,1,False,0.25,.....,0,4,0,2.5,-2.5,0,0.5,-0.5
Wormholes,11,11,5,1,1,False,0.25,.X.XX,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,12,5,1,1,False,0.25,X.XX.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,13,5,1,1,False,0.25,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,14,5,1,1,False,0.25,X..XX,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,15,5,1,1,False,0.25,.X...,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,16,5,1,1,False,0.25,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,17,5,1,1,False,0.25,.XXX.,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,18,5,1,1,False,0.25,..X..,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,19,5,1,1,False,0.25,X.XX.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,20,5,1,1,False,0.25,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,21,5,1,1,False,0.25,.XXXX,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,22,5,1,1,False,0.25,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,23,5,1,1,False,0.25,X..XX,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,24,5,1,1,False,0.25,.X.X.,2,0,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,25,5,1,1,False,0.25,XXXX.,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,26,5,1,1,False,0.25,.XXXX,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,27,5,1,1,False,0.25,XXXX.,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,28,5,1,1,False,0.25,.X.X.,2,0,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,29,5,1,1,False,0.25,X....,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,30,5,1,1,False,0.25,XX..X,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,31,5,1,1,False,0.25,X..X.,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,32,5,1,1,False,0.25,....X,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,33,5,1,1,False,0.25,.X..X,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,34,5,1,1,False,0.25,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,35,5,1,1,False,0.25,.X...,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,36,5,1,1,False,0.25,.X...,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,37,5,1,1,False,0.25,.XX.X,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,38,5,1,1,False,0.25,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,39,5,1,1,False,0.25,X.XXX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,40,5,1,1,False,0.25,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,41,5,1,1,False,0.25,.XX.X,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,42,5,1,1,False,0.25,.XXX.,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,43,5,1,1,False,0.25,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,44,5,1,1,False,0.25,XX..X,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,45,5,1,1,False,0.25,.XX.X,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,46,5,1,1,False,0.25,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,47,5,1,1,False,0.25,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,48,5,1,1,False,0.25,....X,1,3,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,49,5,1,1,False,0.25,X...X,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,50,5,1,1,False,0.25,XX.X.,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,51,5,1,1,False,0.25,.XXX.,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,52,5,1,1,False,0.25,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,53,5,1,1,False,0.25,XX.XX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,54,5,1,1,False,0.25,XX...,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,55,5,1,1,False,0.25,..X..,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,56,5,1,1,False,0.25,..X..,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,57,5,1,1,False,0.25,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,58,5,1,1,False,0.25,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,59,5,1,1,False,0.25,X.X..,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,60,5,1,1,False,0.25,.X...,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,61,5,1,1,False,0.25,XXXXX,5,4,5,2.5,2.5,1,0.5,0.5
Wormholes,11,62,5,1,1,False,0.25,X..XX,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,63,5,1,1,False,0.25,X...X,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,64,5,1,1,False,0.25,...XX,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,65,5,1,1,False,0.25,XXX..,3,3,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,66,5,1,1,False,0.25,XX...,2,3,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,67,5,1,1,False,0.25,.X...,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,68,5,1,1,False,0.25,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,69,5,1,1,False,0.25,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,70,5,1,1,False,0.25,..X.X,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,71,5,1,1,False,0.25,XXX.X,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,72,5,1,1,False,0.25,.X.X.,2,0,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,73,5,1,1,False,0.25,.XX.X,3,1,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,74,5,1,1,False,0.25,.XXXX,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,75,5,1,1,False,0.25,.X..X,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,76,5,1,1,False,0.25,.....,0,4,0,2.5,-2.5,0,0.5,-0.5
Wormholes,11,77,5,1,1,False,0.25,.XX..,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,78,5,1,1,False,0.25,.....,0,4,0,2.5,-2.5,0,0.5,-0.5
Wormholes,11,79,5,1,1,False,0.25,...X.,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,80,5,1,1,False,0.25,X.X..,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,81,5,1,1,False,0.25,..X..,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,82,5,1,1,False,0.25,XX..X,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,83,5,1,1,False,0.25,.X..X,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,84,5,1,1,False,0.25,.X..X,2,1,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,85,5,1,1,False,0.25,X.X.X,3,0,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,86,5,1,1,False,0.25,.X...,1,2,1,2.5,-1.5,0.2,0.5,-0.3
Wormholes,11,87,5,1,1,False,0.25,.XXXX,4,3,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,88,5,1,1,False,0.25,.XXX.,3,2,3,2.5,0.5,0.6,0.5,0.1
Wormholes,11,89,5,1,1,False,0.25,..XX.,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,90,5,1,1,False,0.25,.X.X.,2,0,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,91,5,1,1,False,0.25,X.XXX,4,2,4,2.5,1.5,0.8,0.5,0.3
Wormholes,11,92,5,1,1,False,0.25,X...X,2,2,2,2.5,-0.5,0.4,0.5,-0.1
Wormholes,11,93,5,1,1,False,0.25,.XXXX,4,3,4,2.5,1.5,0.8,0.5,0.3
